id,Movie Name,Release Date,Production Budget (USD),Domestic Gross (USD),Worldwide Gross (USD),Domestic Box Office (USD),International Box Office (USD),Worldwide Box Office (USD),Est. Domestic DVD Sales (USD),Est. Domestic Blu-ray Sales (USD),Total Est. Domestic Video Sales (USD),Opening Weekend (USD),Legs,Infl. Adj. Dom. BO (USD),Video Release,MPAA Rating,Running Time (minutes),Franchise,Keywords,Source,Genre,Production Method,Creative Type,Production/Financing Companies,Production Countries,Languages,Domestic Releases,International Releases,Theater counts,Domestic Share Percentage,Movie URL
"4,888",Gretel & Hansel,2020-01-30,5000000,15347654,22052456,15347654.0,6704802.0,22052456.0,1123227.0,1385365.0,2508592.0,6154007.0,2.49,18022618.0,2020-04-07,PG-13,87,,"Witches,Poverty,Coming of Age,Female Lead,Supernatural,Supernatural Horror",Based on Folk Tale/Legend/Fairytale,Horror,Live Action,Historical Fiction,"Orion Pictures,Automatik,Bron Creative",United States,English,"January 31st, 2020 (Wide) byUnited Artists","January 30th, 2020 (Wide), released asГРЕТЕЛЬ И ГЕНЗЕЛЬ(Russia (CIS))January 31st, 2020 (Wide), released asGretel y Hansel(Mexico)January 31st, 2020 (Wide) (Netherlands)January 31st, 2020 (Wide) (Poland)February 7th, 2020 (Wide), released asJonukas ir Grytutė. Siaubo pasaka(Lithuania)... Show all releases","3,007 opening theaters/3,007 max. theaters, 2.9 weeks average run per theater",69.6,https://www.the-numbers.com/movie/Gretel-and-Hansel-(2020)#tab=summary
"4,889",Halloween: The Curse of Michael Myers,1995-09-29,5000000,15126948,15126948,15126948.0,,,,,,7308529.0,2.07,37487008.0,2000-10-10,R,88,Halloween,Slasher Horror,Original Screenplay,Horror,Live Action,Contemporary Fiction,,United States,English,"September 29th, 1995 (Wide) byMiramax",,"1,679 opening theaters/1,679 max. theaters, 4.1 weeks average run per theater",100.0,https://www.the-numbers.com/movie/Halloween-The-Curse-of-Michael-Myers#tab=summary
"4,890",The Egyptian,2054-08-24,5000000,15000000,15000000,15000000.0,,,,,,,,,,Not RatedApproved,136,,,,,,,,United States,English,"August 24th, 1954 (Wide)",,,100.0,https://www.the-numbers.com/movie/Egyptian-The#tab=summary
"4,891",Eve's Bayou,1997-11-07,5000000,14843425,14843425,14843425.0,,,,,,3287846.0,4.51,34793593.0,1998-03-25,R,109,,"Family Drama,1960s,Set in Louisiana,Dysfunctional Family,Infidelity,Coming of Age,Voodoo,Child Abuse,Psychics,Curses,Young Child Dealing with the Death of a Parent",Original Screenplay,Drama,Live Action,Historical Fiction,"Chubbco,Addis Wechsler",United States,English,"November 7th, 1997 (Wide) byTrimark",,"659 opening theaters/672 max. theaters, 7.0 weeks average run per theater",100.0,https://www.the-numbers.com/movie/Eves-Bayou#tab=summary
"4,892",Nighthawks,1981-04-10,5000000,14600000,19600000,14600000.0,5000000.0,19600000.0,,,,2525360.0,5.78,56614382.0,2004-05-11,R,99,,"Terrorism,Action Thriller,Film Noir,Corrupt Cops,Narcotics,Surprise Twist,Hostage",Original Screenplay,Action,Live Action,Contemporary Fiction,Martin Poll Productions,United States,English,"April 10th, 1981 (Wide) byUniversal",,"659 opening theaters/659 max. theaters, 1.0 weeks average run per theater",74.5,https://www.the-numbers.com/movie/Nighthawks#tab=summary
"4,893",Shaun of the Dead,2004-09-24,5000000,14461485,29911269,14461485.0,15449784.0,29911269.0,,,,3330781.0,4.34,25009050.0,2004-12-21,R,99,Three Flavours Cornetto Trilogy,"Zombies,Horror Comedy",Original Screenplay,Comedy,Live Action,Science Fiction,"StudioCanal,Universal Pictures,Working Title Films,WT2 Productions,Big Talk Pictures","France,United Kingdom",English,"September 24th, 2004 (Wide) byFocus/Rogue PicturesAugust 29th, 2024 (Limited) byFocus Features(20th Anniversary)","October 7th, 2004 (Wide) (Australia)July 10th, 2020 (Limited) (United Kingdom)October 27th, 2023 (Limited) (Australia)September 27th, 2024 (Limited) (20th Anniversary)
 (United Kingdom)October 31st, 2024 (Limited) (20 Bloody Years)
 (Australia)... Show all releases","607 opening theaters/675 max. theaters, 6.7 weeks average run per theater",48.3,https://www.the-numbers.com/movie/Shaun-of-the-Dead#tab=summary
"4,894",Friday the 13th Part VIII: Jason Takes Manhattan,1989-07-28,5000000,14343976,14343976,14343976.0,,,,,,6251310.0,2.29,38753895.0,1989-09-15,R,100,Friday the 13th,Slasher Horror,,Horror,Live Action,Fantasy,,"Canada,United States",English,"July 28th, 1989 (Wide) byParamount Pictures",,"1,683 opening theaters/1,683 max. theaters, 2.0 weeks average run per theater",100.0,https://www.the-numbers.com/movie/Friday-the-13th-Part-VIII-Jason-Takes-Manhattan#tab=summary
"4,895",Spring Breakers,2013-03-06,5000000,14124286,31149251,14124286.0,17024965.0,31149251.0,3618055.0,1498960.0,5117015.0,263002.0,2.91,18728137.0,2013-07-09,R,94,,"Spring Break,Gangs,Narcotics,Hitmen,Religious,Voiceover/Narration,Hip Hop and Rap,Non-Chronological,Set in Florida,Set in Miami,Hood Film,Crime Thriller",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"Muse Productions,Rabbit Bandini Productions,Radar Pictures",United States,English,"March 15th, 2013 (Limited) byA24March 22nd, 2013 (Expands Wide) byA24","March 6th, 2013 (Wide) (France)March 7th, 2013 (Wide) (Italy)March 15th, 2013 (Wide) (Spain)March 20th, 2013 (Wide) (Belgium)March 21st, 2013 (Wide) (Austria)... Show all releases","3 opening theaters/1,379 max. theaters, 3.2 weeks average run per theater",45.3,https://www.the-numbers.com/movie/Spring-Breakers#tab=summary
"4,896",It Comes at Night,2017-06-09,5000000,13985117,19720203,13985117.0,5735086.0,19720203.0,775211.0,525355.0,1300566.0,5988370.0,2.34,16807076.0,2017-08-29,R,91,,"Cabin in the Woods,Post Apocalypse,Paranoia,Isolation Horror,Epidemic",Original Screenplay,Horror,Live Action,Contemporary Fiction,Animal Kingdom,United States,English,"June 9th, 2017 (Wide) byA24","June 16th, 2017 (Wide) (Netherlands)June 23rd, 2017 (Wide) (Brazil)June 23rd, 2017 (Wide) (France)June 30th, 2017 (Wide) (Argentina)June 30th, 2017 (Wide), released asViene de Noche(Mexico)... Show all releases","2,533 opening theaters/2,533 max. theaters, 2.5 weeks average run per theater",70.9,https://www.the-numbers.com/movie/It-Comes-at-Night#tab=summary
"4,897",Y Tu Mamá También,2002-03-15,5000000,13649881,33649881,13649881.0,20000000.0,33649881.0,,1100663.0,1100663.0,408091.0,11.52,25326284.0,2014-08-19,R,106,,"Road Trip,Coming of Age,Life Drama,Sexual Awakening,LGBTQ+,Love Triangle,Set in Mexico,Set in Mexico City",Original Screenplay,Drama,Live Action,Contemporary Fiction,,Mexico,Spanish,"March 15th, 2002 (Wide) byIFC Films, released asY Tu Mama Tambien (And Your Mother Too)",,"40 opening theaters/286 max. theaters, 10.2 weeks average run per theater",40.6,https://www.the-numbers.com/movie/Y-Tu-Mama-Tambien#tab=summary
"4,898",The Haunting of Molly Hartley,2008-10-31,5000000,13442412,15318257,13442412.0,1875845.0,15318257.0,10006537.0,,10006537.0,5423315.0,2.48,20182338.0,2009-02-24,PG-13,86,Molly Hartley,"Supernatural Horror,Supernatural,Possessed,Prologue,Murder - Suicide,Dysfunctional Family,Mental Illness,Faustian",Original Screenplay,Horror,Live Action,Contemporary Fiction,"Freestyle Releasing,Liddell Entertainment",United States,English,"October 31st, 2008 (Wide) byFreestyle Releasing",,"2,652 opening theaters/2,652 max. theaters, 2.9 weeks average run per theater",87.8,https://www.the-numbers.com/movie/Haunting-of-Molly-Hartley-The#tab=summary
"4,899",Hillary’s America: The Secret History of the De…,2016-07-15,5000000,13099931,13099931,13099931.0,,,2115447.0,607662.0,2723109.0,74813.0,3.3,16325685.0,2016-10-11,PG-13,100,,"Agitprop,Directing Yourself,Political,Early / Simultaneous Video-on-Demand release,Political Documentary,Famously Bad",Based on Real Life Events,Documentary,Live Action,Factual,"Quality Flix,D’Souza Media",United States,English,"July 15th, 2016 (Limited) byQuality FlixJuly 22nd, 2016 (Expands Wide) byQuality Flix",,"3 opening theaters/1,217 max. theaters, 3.5 weeks average run per theater",100.0,https://www.the-numbers.com/movie/Hillarys-America-The-Secret-History-of-the-Democratic-Party#tab=summary
"4,900",Lone Star,1996-06-21,5000000,12961389,12973948,12961389.0,12559.0,12973948.0,,,,232184.0,16.09,31608739.0,2024-01-16,R,135,,"Texas,Mystery Drama,Romance,Father’s Footsteps,Dysfunctional Family,Accidental Incest,Cover Up,Corrupt Cops,Gambling,Family Secrets",Original Screenplay,Drama,Live Action,Contemporary Fiction,,United States,,"June 21st, 1996 (Wide) bySony Pictures Classics","August 16th, 2024 (Limited) (4K Restoration)
 (United Kingdom)","21 opening theaters/214 max. theaters, 13.7 weeks average run per theater",99.9,https://www.the-numbers.com/movie/Lone-Star#tab=summary
"4,901",April Fool's Day,1986-03-27,5000000,12947763,12947763,12947763.0,,,,,,3373779.0,3.84,37621801.0,2002-09-03,R,89,,Holiday Horror,Original Screenplay,Horror,Live Action,Contemporary Fiction,"Paramount Pictures,Hometown",United States,English,"March 27th, 1986 (Wide) byParamount Pictures",,"1,202 opening theaters/1,202 max. theaters, 2.9 weeks average run per theater",100.0,https://www.the-numbers.com/movie/April-Fools-Day#tab=summary
"4,902",Diner,1982-04-02,5000000,12592907,12592907,12592907.0,,,,,,,13.97,46173985.0,1996-05-07,R,110,,"Coming of Age,Comedy Drama,1950s,Romance,Relationships Gone Wrong,Wedding Day,Wedding Jitters / Cold Feet,Gambling,Black Out Drunk",Original Screenplay,Comedy,Live Action,Historical Fiction,Metro-Goldwyn-Mayer Pictures,United States,English,"April 2nd, 1982 (Wide) byMGM",,,100.0,https://www.the-numbers.com/movie/Diner#tab=summary
"4,903",Before I Fall,2017-03-03,5000000,12241072,18945682,12241072.0,6704610.0,18945682.0,889077.0,533545.0,1422622.0,4690214.0,2.61,14711121.0,2017-05-16,PG-13,99,,"Supernatural,High School,Bullies,One Day,Time Travel,Graduation,Mystery Drama",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,"Awesomeness Films,Open Road Films,Jon Shestack",United States,English,"March 3rd, 2017 (Wide) byOpen Road","March 3rd, 2017 (Wide) (Australia)March 3rd, 2017 (Wide) (New Zealand)March 10th, 2017 (Wide), released asAntes de Vos Deixar(Portugal)March 17th, 2017 (Wide), released asBen Ölmeden Önce(Turkey)April 7th, 2017 (Wide) (South Korea)... Show all releases","2,346 opening theaters/2,346 max. theaters, 3.0 weeks average run per theater",64.6,https://www.the-numbers.com/movie/Before-I-Fall#tab=summary
"4,904",Lone Wolf McQuade,1983-04-15,5000000,12232628,12232628,12232628.0,,,,,,4300000.0,2.84,41862761.0,2012-06-19,PG,107,,"Martial Arts,Contemporary Western,Texas Ranger,Texas,Death of a Girlfriend / Boyfriend",Original Screenplay,Western,Live Action,Contemporary Fiction,,United States,English,"April 15th, 1983 (Wide) byOrion Pictures",,"1,221 opening theaters/1,221 max. theaters, 3.4 weeks average run per theater",100.0,https://www.the-numbers.com/movie/Lone-Wolf-McQuade#tab=summary
"4,905",Sunshine Cleaning,2009-03-13,5000000,12062558,17329337,12062558.0,5266779.0,17329337.0,5952746.0,1308537.0,7261283.0,219190.0,6.67,17337916.0,2009-08-25,R,91,,"Baby Shower,Comedy Drama,Dysfunctional Family,Sibling Rivalry,Suicide,Young Child Dealing with the Death of a Parent,Money Troubles,The Other Woman,Relationships Gone Wrong,LGBTQ+,F-Rated,F-Rated, Triple",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,English,"March 13th, 2009 (Wide) byOverture Films",,"4 opening theaters/642 max. theaters, 6.8 weeks average run per theater",69.6,https://www.the-numbers.com/movie/Sunshine-Cleaning#tab=summary
"4,906",Fifty Shades of Black,2016-01-28,5000000,11686940,22113075,11686940.0,10426135.0,22113075.0,1388302.0,723915.0,2112217.0,5900528.0,1.98,14564761.0,2016-04-19,R,93,,"Spoof,African Americans,Screenplay Written By the Star,Farcical / Slapstick Comedy,Romance,Relationships Gone Wrong,Sexual Fetishism,Bigotry,Dysfunctional Family",Based on Movie,Comedy,Live Action,Contemporary Fiction,"IM Global,Open Road Films,Baby Way",United States,English,"January 29th, 2016 (Wide) byOpen Road","January 28th, 2016 (Wide) (Argentina)January 28th, 2016 (Wide) (Czech Republic)January 29th, 2016 (Wide) (Romania)February 4th, 2016 (Wide) (Colombia)February 4th, 2016 (Wide) (Croatia)... Show all releases","2,075 opening theaters/2,075 max. theaters, 2.5 weeks average run per theater",52.9,https://www.the-numbers.com/movie/Fifty-Shades-of-Black#tab=summary
"4,907",A Farewell To Arms,2057-12-14,5000000,11000000,11018289,11000000.0,18289.0,11018289.0,,,,,,,,Not RatedApproved,152,,,,,,,,United States,English,"December 14th, 1957 (Wide)","January 1st, 1974 (Wide) (South Korea)May 31st, 2023 (Limited) (South Korea)",,99.8,https://www.the-numbers.com/movie/Farewell-To-Arms-A#tab=summary
"4,908",Solomon and Sheba,2059-01-01,5000000,11000000,11016094,11000000.0,16094.0,11016094.0,,,,,,,,Not Rated,141,,,Based on Religious Text,,,,,United States,English,"January 1st, 1959 (Wide)","November 24th, 1972 (Wide) (South Korea)",,99.9,https://www.the-numbers.com/movie/Solomon-and-Sheba#tab=summary
"4,909",The Beastmaster,1982-08-20,5000000,10751126,10751126,10751126.0,,,,,,2955641.0,3.64,39420789.0,2001-10-23,PG,118,Beastmaster,"Sword & Sorcerer,Action Adventure,Animal Lead,Cult Movie,Prophecy,Revenge",Based on Fiction Book/Short Story,Action,Live Action,Fantasy,"Metro-Goldwyn-Mayer Pictures,Leisure Investment Company","German Democratic Republic,United States",English,"August 20th, 1982 (Wide) byMGM",,"1,013 opening theaters/1,061 max. theaters, 3.2 weeks average run per theater",100.0,https://www.the-numbers.com/movie/Beastmaster-The#tab=summary
"4,910",Not Easily Broken,2009-01-09,5000000,10572742,10732909,10572742.0,160167.0,10732909.0,15670947.0,,15670947.0,5314278.0,1.99,15196544.0,2009-04-07,PG-13,100,,"Romantic Drama,Romance,African Americans,Dysfunctional Family,Car Accident,Love Triangle,Death of a Son or Daughter",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,,United States,English,"January 9th, 2009 (Wide) bySony Pictures",,"724 opening theaters/725 max. theaters, 3.3 weeks average run per theater",98.5,https://www.the-numbers.com/movie/Not-Easily-Broken#tab=summary
"4,911",Black Christmas,2019-12-13,5000000,10429730,18526087,10429730.0,8096357.0,18526087.0,,,,4240245.0,2.46,12272847.0,2020-03-03,PG-13,92,,"Surprise Twist,Christmas Horror,Sexism,Remake,College,Female Lead,F-Rated,F-Rated, Triple,Occult,Possessed,Sex Crimes",Remake,Horror,Live Action,Contemporary Fiction,"Blumhouse,Divide/Conquer,Universal Pictures","New Zealand,United States",English,"December 13th, 2019 (Wide) byUniversal","December 13th, 2019 (Wide) (Australia)December 13th, 2019 (Wide), released asЧерна Коледа(Bulgaria)December 13th, 2019 (Wide) (Central America)December 13th, 2019 (Wide) (Colombia)December 13th, 2019 (Wide), released asČerné vánoce(Czech Republic)... Show all releases","2,625 opening theaters/2,625 max. theaters, 2.7 weeks average run per theater",56.3,https://www.the-numbers.com/movie/Black-Christmas-(2019)#tab=summary
"4,912",Moms’ Night Out,2014-05-09,5000000,10429707,10537341,10429707.0,107634.0,10537341.0,7715259.0,1003057.0,8718316.0,4311083.0,2.42,13761586.0,2014-09-02,PG,97,,"Dysfunctional Family,Missing Person,Gangs,Motorcycle Gangs,Faith-Based Film,Family Comedy",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Tri-Star Pictures,Affirm Films,Provident Films,Pure Flix,Four Boys Entertainment",United States,English,"May 9th, 2014 (Wide) bySony Pictures",,"1,044 opening theaters/1,046 max. theaters, 3.8 weeks average run per theater",99.0,https://www.the-numbers.com/movie/Moms-Night-Out#tab=summary
"4,913",Win Win,2011-03-18,5000000,10179275,11869063,10179275.0,1689788.0,11869063.0,,,,150362.0,7.98,13837650.0,2011-08-30,R,106,,"Wrestling,Addiction,Narcotics,Faulty Memory,Dysfunctional Family,Mid-Life Crisis,Lawyers,Comedy Drama,Rehab / Former Addict,Money Troubles",Original Screenplay,Drama,Live Action,Contemporary Fiction,"Fox Searchlight Pictures,Everest Entertainment,Next Wednesday",United States,English,"March 18th, 2011 (Limited) byFox Searchlight",,"5 opening theaters/388 max. theaters, 7.0 weeks average run per theater",85.8,https://www.the-numbers.com/movie/Win-Win-(2010)#tab=summary
"4,914",The Belko Experiment,2017-03-17,5000000,10166820,11792942,10166820.0,1626122.0,11792942.0,467779.0,548361.0,1016140.0,4137230.0,2.46,12218311.0,2017-06-13,R,88,,"Corporate Malfeasance,One Location,Trapped,Human Experimentation,Ensemble,Set in Colombia,Isolation Horror",Original Screenplay,Horror,Live Action,Contemporary Fiction,"Orion Pictures,Troll Court Entertainment,The Safran Company,Blumhouse",United States,English,"March 17th, 2017 (Wide) byBH Tilt","April 21st, 2017 (Wide) (United Kingdom)July 7th, 2017 (Wide) (Russia (CIS))October 13th, 2017 (Wide) (Australia)","1,341 opening theaters/1,341 max. theaters, 2.8 weeks average run per theater",86.2,https://www.the-numbers.com/movie/Belko-Experiment-The#tab=summary
"4,915",The Perfect Match,2016-03-11,5000000,9669521,10182050,9669521.0,512529.0,10182050.0,728222.0,436006.0,1164228.0,4294232.0,2.25,12050563.0,2016-07-19,R,91,,"African Americans,Romance",Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,"Lionsgate,Codeblack Films,Jorva Entertainment Productions,Flavor Unit Films",United States,English,"March 11th, 2016 (Wide) byLionsgate",,"925 opening theaters/925 max. theaters, 3.4 weeks average run per theater",95.0,https://www.the-numbers.com/movie/Perfect-Match-The#tab=summary
"4,916",Digimon: The Movie,2000-10-06,5000000,9628751,16628751,9628751.0,7000000.0,16628751.0,,,,4233304.0,2.27,19257500.0,,PG,88,,"Toy Adaptations,Anime,Action Adventure",Based on TV,Adventure,Hand Animation,Kids Fiction,,,,"October 6th, 2000 (Wide) by20th Century Fox",,"1,823 opening theaters/1,825 max. theaters, 4.3 weeks average run per theater",57.9,https://www.the-numbers.com/movie/Digimon-The-Movie#tab=summary
"4,917",Saved!,2004-05-28,5000000,8886160,10206551,8886160.0,1320391.0,10206551.0,,,,345136.0,3.51,15425566.0,2004-10-05,PG-13,92,,"LGBTQ+,Religious,Teenage Mom,Wheelchair User,Black Comedy,Jewish,High School,Teen Pregnancy",Original Screenplay,Black Comedy,Live Action,Contemporary Fiction,"Single Cell Pictures,Infinity Media,United Artists",United States,English,"May 28th, 2004 (Limited) byMGMJune 11th, 2004 (Expands Wide) byMGM","October 29th, 2004 (Wide) (Australia)","20 opening theaters/592 max. theaters, 3.6 weeks average run per theater",87.1,https://www.the-numbers.com/movie/Saved#tab=summary
"4,918",Les invasions barbares,2003-05-09,5000000,8460000,25913869,8460000.0,17453869.0,25913869.0,,,,461363.0,13.99,14942729.0,,R,99,,"Ensemble,Delayed Sequel,Terminal Illness,Dysfunctional Family,You Can't Go Home Again,Infidelity,Adult Child Dealing with the Death of a Parent,Family Drama",Original Screenplay,Drama,Live Action,Contemporary Fiction,,"Canada,France","English,French","May 9th, 2003 (Limited) byMiramax, released asThe Barbarian Invasions","April 1st, 2004 (Limited), released asThe Barbarian Invasions(Australia)","134 opening theaters/139 max. theaters, 12.7 weeks average run per theater",32.6,https://www.the-numbers.com/movie/invasions-barbares-Les-(2004)#tab=summary
